Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2015-01-02,95.1232681274414,102.94000244140625,104.19999694824219,102.44000244140625,103.76000213623047,31314600
2015-01-05,93.72794342041016,101.43000030517578,102.61000061035156,101.13999938964844,102.48999786376953,36521300
2015-01-06,92.4712142944336,100.06999969482422,101.75,99.62000274658203,101.58000183105469,66205500
2015-01-07,93.66326141357422,101.36000061035156,101.5999984741211,100.48999786376953,100.7300033569336,37577400
2015-01-08,95.45597076416016,103.30000305175781,103.5,102.11000061035156,102.22000122070312,40212600
2015-01-09,94.82758331298828,102.62000274658203,103.6500015258789,102.0199966430664,103.62000274658203,41410100
2015-01-12,93.8388671875,101.55000305175781,102.93000030517578,101.29000091552734,102.81999969482422,34129800
2015-01-13,93.81109619140625,101.5199966430664,103.62000274658203,100.69999694824219,102.54000091552734,56162300
2015-01-14,93.29362487792969,100.95999908447266,101.4800033569336,100.06999969482422,100.5,51354200
2015-01-15,92.0831069946289,99.6500015258789,101.58999633789062,99.52999877929688,101.43000030517578,51005400
2015-01-16,93.16426086425781,100.81999969482422,100.94999694824219,99.36000061035156,99.5199966430664,35362200
2015-01-20,93.90351867675781,101.62000274658203,101.87999725341797,100.29000091552734,101.43000030517578,30964100
2015-01-21,94.38401794433594,102.13999938964844,102.62000274658203,100.95999908447266,101.31999969482422,40128800
2015-01-22,96.13050842285156,104.02999877929688,104.13999938964844,101.63999938964844,102.54000091552734,40887200
2015-01-23,96.34307861328125,104.26000213623047,104.58000183105469,103.72000122070312,104.0199966430664,34783000
2015-01-26,96.2322006225586,104.13999938964844,104.33000183105469,103.61000061035156,104.13999938964844,19960900
2015-01-27,93.7372055053711,101.44000244140625,102.55999755859375,101.0999984741211,102.5,45253200
2015-01-28,93.25666046142578,100.91999816894531,103.18000030517578,100.9000015258789,103.06999969482422,43591700
2015-01-29,94.15303039550781,101.88999938964844,102.08000183105469,99.95999908447266,100.83999633789062,46539700
2015-01-30,93.4229965209961,101.0999984741211,102.58000183105469,100.95999908447266,101.80000305175781,42927600
2015-02-02,94.23619079589844,101.9800033569336,102.06999969482422,99.75,101.33000183105469,43624700
2015-02-03,95.14175415039062,102.95999908447266,103.02999877929688,101.68000030517578,102.3499984741211,30750400
2015-02-04,95.05859375,102.87000274658203,103.55000305175781,102.30999755859375,102.54000091552734,34073200
2015-02-05,95.88101959228516,103.76000213623047,103.83000183105469,102.87000274658203,103.12999725341797,23605500
2015-02-06,95.2988510131836,103.12999725341797,104.16999816894531,102.76000213623047,103.91999816894531,34169300
2015-02-09,94.9939193725586,102.80000305175781,103.29000091552734,102.55000305175781,102.7300033569336,22604700
2015-02-10,96.47241973876953,104.4000015258789,104.54000091552734,103.20999908447266,103.37000274658203,23686500
2015-02-11,96.82354736328125,104.77999877929688,105.0199966430664,104.31999969482422,104.5199966430664,20303600
2015-02-12,97.9509048461914,106.0,106.04000091552734,105.30000305175781,105.45999908447266,22520300
2015-02-13,98.79181671142578,106.91000366210938,106.93000030517578,106.0999984741211,106.30000305175781,29030200
2015-02-17,98.88423919677734,107.01000213623047,107.08000183105469,106.63999938964844,106.91000366210938,17675300
2015-02-18,99.0228271484375,107.16000366210938,107.22000122070312,106.73999786376953,106.87999725341797,15149600
2015-02-19,99.51260375976562,107.69000244140625,107.76000213623047,107.05999755859375,107.08999633789062,19828100
2015-02-20,100.17791748046875,108.41000366210938,108.47000122070312,107.27999877929688,107.62000274658203,28336700
2015-02-23,100.279541015625,108.5199966430664,108.55000305175781,108.11000061035156,108.3499984741211,17868000
2015-02-24,100.35350036621094,108.5999984741211,108.7300033569336,108.05000305175781,108.37999725341797,19745000
2015-02-25,100.10398864746094,108.33000183105469,108.86000061035156,108.08999633789062,108.44000244140625,19472300
2015-02-26,100.61222839355469,108.87999725341797,108.94000244140625,108.13999938964844,108.44000244140625,22255500
2015-02-27,100.16868591308594,108.4000015258789,108.91000366210938,108.2300033569336,108.83999633789062,27757600
2015-03-02,101.07424926757812,109.37999725341797,109.41999816894531,108.58999633789062,108.61000061035156,22988600
2015-03-03,100.60296630859375,108.87000274658203,109.16000366210938,108.18000030517578,109.05000305175781,20788900
2015-03-04,100.2148666381836,108.44999694824219,108.66999816894531,107.86000061035156,108.51000213623047,21007400
2015-03-05,100.39044952392578,108.63999938964844,108.97000122070312,108.19000244140625,108.7300033569336,15381000
2015-03-06,99.25386810302734,107.41000366210938,108.70999908447266,107.13999938964844,108.5,30990400
2015-03-09,99.54029846191406,107.72000122070312,107.98999786376953,107.19000244140625,107.62999725341797,26237100
2015-03-10,97.69217681884766,105.72000122070312,106.9800033569336,105.72000122070312,106.94999694824219,34234500
2015-03-11,97.12850952148438,105.11000061035156,106.01000213623047,105.06999969482422,105.87999725341797,25459700
2015-03-12,97.76609802246094,105.80000305175781,105.91999816894531,104.95999908447266,105.02999877929688,21473200
2015-03-13,97.3410415649414,105.33999633789062,106.12000274658203,104.68000030517578,105.69999694824219,42021100
2015-03-16,98.5977783203125,106.69999694824219,106.73999786376953,105.62000274658203,105.7300033569336,25674100
2015-03-17,98.75486755371094,106.87000274658203,107.04000091552734,106.16000366210938,106.41000366210938,19603800
2015-03-18,99.7251205444336,107.91999816894531,108.41000366210938,106.02999877929688,106.58000183105469,40622200
2015-03-19,99.87297058105469,108.08000183105469,108.37999725341797,107.87000274658203,108.02999877929688,31314000
2015-03-20,100.51946258544922,108.52999877929688,109.06999969482422,108.51000213623047,108.72000122070312,31761400
2015-03-23,100.32496643066406,108.31999969482422,108.7699966430664,108.27999877929688,108.47000122070312,17268500
2015-03-24,99.96373748779297,107.93000030517578,108.80999755859375,107.91000366210938,108.30999755859375,22445300
2015-03-25,97.67605590820312,105.45999908447266,108.19999694824219,105.41999816894531,108.0999984741211,41581400
2015-03-26,97.3426284790039,105.0999984741211,105.69999694824219,104.23999786376953,104.58999633789062,47846300
2015-03-27,97.73162078857422,105.5199966430664,105.7699966430664,104.91999816894531,105.08000183105469,33878400
2015-03-30,98.85233306884766,106.7300033569336,106.81999969482422,106.16000366210938,106.16000366210938,30570200
2015-03-31,97.80570983886719,105.5999984741211,106.6500015258789,105.56999969482422,106.43000030517578,30488100
2015-04-01,97.29631805419922,105.05000305175781,105.62000274658203,104.37000274658203,105.5999984741211,32970500
2015-04-02,97.36116027832031,105.12000274658203,105.45999908447266,104.77999877929688,105.1500015258789,19164200
2015-04-06,98.15769958496094,105.9800033569336,106.2699966430664,104.33999633789062,104.5,24451100
2015-04-07,97.9909439086914,105.80000305175781,106.69999694824219,105.80000305175781,105.91999816894531,19379400
2015-04-08,98.76898956298828,106.63999938964844,106.79000091552734,105.83000183105469,105.83999633789062,25866900
2015-04-09,99.38949584960938,107.30999755859375,107.3499984741211,106.2300033569336,106.58999633789062,23114700
2015-04-10,99.79701232910156,107.75,107.76000213623047,107.02999877929688,107.2699966430664,17164300
2015-04-13,99.54695129394531,107.4800033569336,108.37999725341797,107.36000061035156,107.83000183105469,17783500
2015-04-14,99.25984191894531,107.16999816894531,107.68000030517578,106.55999755859375,107.37000274658203,23755700
2015-04-15,99.88036346435547,107.83999633789062,108.06999969482422,107.31999969482422,107.44999694824219,21128600
2015-04-16,99.74146270751953,107.69000244140625,107.87999725341797,107.4000015258789,107.55000305175781,16195300
2015-04-17,98.18549346923828,106.01000213623047,106.94999694824219,105.55000305175781,106.66000366210938,46514000
2015-04-20,99.65809631347656,107.5999984741211,107.79000091552734,106.5,106.54000091552734,28945900
2015-04-21,100.0841293334961,108.05999755859375,108.41000366210938,107.93000030517578,108.22000122070312,22759800
2015-04-22,100.630615234375,108.6500015258789,108.83000183105469,107.63999938964844,108.33999633789062,21429200
2015-04-23,101.01033782958984,109.05999755859375,109.55000305175781,108.26000213623047,108.27999877929688,29473200
2015-04-24,102.38113403320312,110.54000091552734,110.69000244140625,110.02999877929688,110.20999908447266,32508100
2015-04-27,102.12178039550781,110.26000213623047,111.16000366210938,110.0199966430664,110.94999694824219,31121300
2015-04-28,101.91803741455078,110.04000091552734,110.55000305175781,109.11000061035156,110.33999633789062,36849200
2015-04-29,101.27896881103516,109.3499984741211,110.06999969482422,108.75,109.43000030517578,34043900
2015-04-30,99.68588256835938,107.62999725341797,109.16999816894531,107.05999755859375,108.7300033569336,44080500
2015-05-01,101.00111389160156,109.05000305175781,109.12000274658203,108.02999877929688,108.05000305175781,32874300
2015-05-04,101.16780090332031,109.2300033569336,109.91000366210938,109.16999816894531,109.4000015258789,23507300
2015-05-05,99.51915740966797,107.44999694824219,109.0,107.4000015258789,108.80000305175781,47843300
2015-05-06,98.83378601074219,106.70999908447266,107.94999694824219,106.0,107.63999938964844,42687200
2015-05-07,99.42655944824219,107.3499984741211,107.6500015258789,106.5999984741211,106.68000030517578,29335800
2015-05-08,100.66763305664062,108.69000244140625,108.91999816894531,108.30000305175781,108.45999908447266,33023300
2015-05-11,100.27863311767578,108.2699966430664,108.9800033569336,108.19000244140625,108.76000213623047,19679300
2015-05-12,99.82482147216797,107.77999877929688,108.33000183105469,106.80000305175781,107.62999725341797,33665000
2015-05-13,100.028564453125,108.0,108.80999755859375,107.83999633789062,108.25,20738400
2015-05-14,101.49195861816406,109.58000183105469,109.66999816894531,108.4800033569336,108.87999725341797,23904200
2015-05-15,101.49195861816406,109.58000183105469,110.01000213623047,109.30999755859375,109.86000061035156,23937400
2015-05-18,101.9365463256836,110.05999755859375,110.27999877929688,109.31999969482422,109.4000015258789,17631100
2015-05-19,101.82538604736328,109.94000244140625,110.3499984741211,109.76000213623047,110.18000030517578,14212900
2015-05-20,101.89022064208984,110.01000213623047,110.66999816894531,109.43000030517578,110.0199966430664,21131900
2015-05-21,102.41815185546875,110.58000183105469,110.7300033569336,109.66000366210938,109.81999969482422,16771800
2015-05-22,102.31627655029297,110.47000122070312,110.87000274658203,110.37999725341797,110.44999694824219,13543800
2015-05-26,101.1400146484375,109.19999694824219,110.37999725341797,108.76000213623047,110.2300033569336,25488400
2015-05-27,102.77009582519531,110.95999908447266,111.08000183105469,109.29000091552734,109.52999877929688,30572700
2015-05-28,102.53853607177734,110.70999908447266,111.01000213623047,110.37000274658203,110.75,17302400
2015-05-29,101.9272689819336,110.05000305175781,110.79000091552734,109.79000091552734,110.63999938964844,30383000
2015-06-01,102.26995849609375,110.41999816894531,110.72000122070312,109.5199966430664,110.63999938964844,24570200
2015-06-02,101.9457778930664,110.06999969482422,110.61000061035156,109.47000122070312,110.01000213623047,19449600
2015-06-03,102.25142669677734,110.4000015258789,110.80999755859375,110.12999725341797,110.56999969482422,20507200
2015-06-04,101.4734115600586,109.55999755859375,110.4800033569336,109.20999908447266,109.77999877929688,31374600
2015-06-05,101.23262023925781,109.30000305175781,109.69000244140625,108.62999725341797,109.43000030517578,22641700
2015-06-08,100.20454406738281,108.19000244140625,109.33000183105469,107.97000122070312,109.25,24549200
2015-06-09,100.037841796875,108.01000213623047,108.4000015258789,107.19999694824219,107.93000030517578,27554600
2015-06-10,101.40857696533203,109.48999786376953,109.80999755859375,108.26000213623047,108.37999725341797,30297900
2015-06-11,101.5567855834961,109.6500015258789,110.1500015258789,109.45999908447266,109.86000061035156,17593500
2015-06-12,100.72320556640625,108.75,109.30000305175781,108.5999984741211,109.06999969482422,27201800
2015-06-15,100.22309875488281,108.20999908447266,108.37999725341797,107.30999755859375,107.94000244140625,31238800
2015-06-16,100.76952362060547,108.80000305175781,108.9800033569336,108.05000305175781,108.0999984741211,16456900
2015-06-17,101.04737091064453,109.0999984741211,109.44999694824219,108.43000030517578,108.9800033569336,23296700
2015-06-18,102.52001953125,110.69000244140625,110.87999725341797,109.44000244140625,109.5,43032400
2015-06-19,102.01317596435547,109.88999938964844,110.58000183105469,109.80999755859375,110.48999786376953,27877600
2015-06-22,102.76509857177734,110.69999694824219,111.02999877929688,110.44999694824219,110.69999694824219,19120900
2015-06-23,102.84864044189453,110.79000091552734,110.88999938964844,110.33000183105469,110.81999969482422,18127900
2015-06-24,102.31951904296875,110.22000122070312,111.12999725341797,110.19000244140625,110.66000366210938,15815900
2015-06-25,102.11528778076172,110.0,110.76000213623047,109.81999969482422,110.6500015258789,18326700
2015-06-26,101.43761444091797,109.2699966430664,110.2300033569336,108.86000061035156,109.9800033569336,32311700
2015-06-29,99.04254913330078,106.69000244140625,108.66000366210938,106.63999938964844,108.05999755859375,50874900
2015-06-30,99.39529418945312,107.06999969482422,107.72000122070312,106.73999786376953,107.48999786376953,34809900
2015-07-01,100.18437957763672,107.91999816894531,108.3499984741211,107.41999816894531,108.12999725341797,21293000
2015-07-02,100.21224212646484,107.94999694824219,108.31999969482422,107.62000274658203,108.2300033569336,20499400
2015-07-06,99.98017120361328,107.69999694824219,108.31999969482422,107.04000091552734,107.2699966430664,24311000
2015-07-07,100.23082733154297,107.97000122070312,108.06999969482422,105.83000183105469,107.81999969482422,44230800
2015-07-08,98.48555755615234,106.08999633789062,107.33000183105469,105.88999938964844,107.19999694824219,39691500
2015-07-09,98.42987060546875,106.02999877929688,107.5999984741211,106.0199966430664,107.5,28381000
2015-07-10,99.9337387084961,107.6500015258789,108.05000305175781,107.05000305175781,107.44000244140625,26415800
2015-07-13,101.68827056884766,109.54000091552734,109.62999725341797,108.56999969482422,108.58000183105469,25780700
2015-07-14,102.35667419433594,110.26000213623047,110.55999755859375,109.62999725341797,109.69000244140625,21977200
2015-07-15,102.46804809570312,110.37999725341797,110.80999755859375,110.06999969482422,110.47000122070312,28631500
2015-07-16,103.91625213623047,111.94000244140625,111.95999908447266,111.06999969482422,111.29000091552734,29838900
2015-07-17,105.44794464111328,113.58999633789062,113.58999633789062,112.6500015258789,112.83999633789062,35926800
2015-07-20,105.81000518798828,113.9800033569336,114.38999938964844,113.4800033569336,113.83000183105469,26539000
2015-07-21,105.74502563476562,113.91000366210938,114.19999694824219,113.58000183105469,114.0199966430664,35468900
2015-07-22,104.54751586914062,112.62000274658203,113.16999816894531,112.16999816894531,112.16999816894531,35575000
2015-07-23,104.1575927734375,112.19999694824219,113.0999984741211,111.91000366210938,112.7300033569336,25698300
2015-07-24,103.13642120361328,111.0999984741211,113.0,110.93000030517578,112.80000305175781,30844700
2015-07-27,102.28237915039062,110.18000030517578,110.94999694824219,109.94000244140625,110.47000122070312,35994800
2015-07-28,103.1642837524414,111.12999725341797,111.3499984741211,109.79000091552734,110.66999816894531,33553500
2015-07-29,103.55419158935547,111.55000305175781,111.79000091552734,110.94000244140625,111.37000274658203,26714100
2015-07-30,104.04621124267578,112.08000183105469,112.2699966430664,110.62000274658203,111.29000091552734,25438100
2015-07-31,103.92552185058594,111.94999694824219,112.48999786376953,111.72000122070312,112.43000030517578,22081700
2015-08-03,103.60057067871094,111.5999984741211,112.27999877929688,110.86000061035156,111.97000122070312,25001800
2015-08-04,103.40565490722656,111.38999938964844,111.75,110.93000030517578,111.55000305175781,22132300
2015-08-05,104.20401000976562,112.25,113.0,111.87999725341797,112.01000213623047,28989900
2015-08-06,102.53300476074219,110.44999694824219,112.5,109.94999694824219,112.3499984741211,42125400
2015-08-07,102.40308380126953,110.30999755859375,110.56999969482422,109.4000015258789,110.18000030517578,30006800
2015-08-10,103.57275390625,111.56999969482422,111.80999755859375,111.0,111.01000213623047,21500800
2015-08-11,102.2452621459961,110.13999938964844,111.41000366210938,109.52999877929688,110.9800033569336,36123300
2015-08-12,102.59803771972656,110.5199966430664,110.73999786376953,108.22000122070312,109.37999725341797,41889000
2015-08-13,102.4309310913086,110.33999633789062,111.16000366210938,110.0999984741211,110.62999725341797,22510500
2015-08-14,102.58873748779297,110.51000213623047,110.66999816894531,109.86000061035156,110.08000183105469,17924900
2015-08-17,103.44277954101562,111.43000030517578,111.45999908447266,109.95999908447266,110.23999786376953,21224900
2015-08-18,102.91365051269531,110.86000061035156,111.37000274658203,110.70999908447266,111.27999877929688,13984400
2015-08-19,102.2359619140625,110.12999725341797,111.11000061035156,109.48999786376953,110.5199966430664,42511400
2015-08-20,99.40459442138672,107.08000183105469,109.45999908447266,107.06999969482422,109.11000061035156,57747300
2015-08-21,95.06005859375,102.4000015258789,106.47000122070312,102.4000015258789,105.56999969482422,97763400
2015-08-24,91.40245056152344,98.45999908447266,102.52999877929688,84.73999786376953,94.2300033569336,150829900
2015-08-25,91.05897521972656,98.08999633789062,102.73999786376953,98.01000213623047,102.06999969482422,75088300
2015-08-26,95.6448974609375,103.02999877929688,103.2300033569336,98.93000030517578,100.95999908447266,104103800
2015-08-27,98.06783294677734,105.63999938964844,105.70999908447266,103.27999877929688,104.5199966430664,69377700
2015-08-28,98.04926300048828,105.62000274658203,106.0,104.8499984741211,105.08000183105469,49919600
2015-08-31,96.83314514160156,104.30999755859375,105.61000061035156,104.05000305175781,105.02999877929688,39549400
2015-09-01,93.80681610107422,101.05000305175781,103.29000091552734,100.62999725341797,101.70999908447266,73155500
2015-09-02,96.4525375366211,103.9000015258789,103.91999816894531,101.69999694824219,102.87999725341797,43963600
2015-09-03,95.97908782958984,103.38999938964844,105.0199966430664,103.0999984741211,104.30999755859375,45131800
2015-09-04,94.8372802734375,102.16000366210938,102.8499984741211,101.58999633789062,101.97000122070312,49379600
2015-09-08,97.51078796386719,105.04000091552734,105.16999816894531,103.69000244140625,104.12000274658203,37343500
2015-09-09,96.4154052734375,103.86000061035156,106.30999755859375,103.58999633789062,106.27999877929688,47146700
2015-09-10,97.46440124511719,104.98999786376953,105.68000030517578,103.62000274658203,103.73999786376953,47686700
2015-09-11,98.00281524658203,105.56999969482422,105.56999969482422,104.20999908447266,104.51000213623047,29106100
2015-09-14,97.7057876586914,105.25,105.9800033569336,104.8499984741211,105.95999908447266,19718800
2015-09-15,98.85687255859375,106.48999786376953,106.81999969482422,105.11000061035156,105.5,30020200
2015-09-16,99.41385650634766,107.08999633789062,107.19000244140625,106.13999938964844,106.51000213623047,31329100
2015-09-17,99.45101165771484,107.12999725341797,108.7300033569336,106.63999938964844,106.9800033569336,56139800
2015-09-18,98.03653717041016,105.3499984741211,106.5999984741211,105.16999816894531,105.2300033569336,48384000
2015-09-21,98.3436279296875,105.68000030517578,106.55000305175781,104.7300033569336,105.93000030517578,35772600
2015-09-22,96.87329864501953,104.0999984741211,104.41999816894531,103.12999725341797,104.05999755859375,47359700
2015-09-23,96.94776153564453,104.18000030517578,104.66000366210938,103.63999938964844,104.37999725341797,21775100
2015-09-24,96.5941162109375,103.80000305175781,104.19000244140625,102.2699966430664,103.16999816894531,38284300
2015-09-25,95.77521514892578,102.91999816894531,105.01000213623047,102.27999877929688,104.91000366210938,44700000
2015-09-28,93.04863739013672,99.98999786376953,102.55000305175781,99.69000244140625,102.4800033569336,44077500
2015-09-29,92.5647201538086,99.47000122070312,101.26000213623047,98.75,100.23999786376953,49315500
2015-09-30,94.69574737548828,101.76000213623047,101.87000274658203,100.5,100.88999938964844,41411400
2015-10-01,95.1238021850586,102.22000122070312,102.2300033569336,100.58999633789062,101.94000244140625,39339100
2015-10-02,96.78958129882812,104.01000213623047,104.01000213623047,100.4800033569336,100.80000305175781,59370900
2015-10-05,98.17610931396484,105.5,105.77999877929688,104.55000305175781,104.77999877929688,32853500
2015-10-06,97.71083068847656,105.0,105.5999984741211,104.18000030517578,105.25,33051500
2015-10-07,98.29708099365234,105.62999725341797,105.86000061035156,104.29000091552734,105.66000366210938,37389300
2015-10-08,98.68792724609375,106.05000305175781,106.2300033569336,104.20999908447266,105.2300033569336,50188900
2015-10-09,99.13461303710938,106.52999877929688,106.7300033569336,105.80999755859375,106.0999984741211,23916200
2015-10-12,99.37653350830078,106.79000091552734,106.98999786376953,106.3499984741211,106.7300033569336,16162000
2015-10-13,98.7344741821289,106.0999984741211,107.26000213623047,106.0,106.18000030517578,26999600
2015-10-14,98.57625579833984,105.93000030517578,106.62999725341797,105.48999786376953,106.0999984741211,30902600
2015-10-15,100.19547271728516,107.66999816894531,107.68000030517578,106.18000030517578,106.31999969482422,38393800
2015-10-16,100.6142578125,108.12000274658203,108.18000030517578,107.37999725341797,107.9000015258789,27091100
2015-10-19,101.19119262695312,108.73999786376953,108.80999755859375,107.73999786376953,107.9800033569336,23776300
2015-10-20,100.67007446289062,108.18000030517578,108.77999877929688,107.80999755859375,108.55000305175781,23404700
2015-10-21,100.05589294433594,107.5199966430664,108.83999633789062,107.4800033569336,108.7300033569336,30195200
2015-10-22,102.09386444091797,109.70999908447266,109.80000305175781,108.16999816894531,108.4800033569336,42778700
2015-10-23,104.95072937011719,112.77999877929688,113.23999786376953,112.06999969482422,112.66000366210938,53170900
2015-10-26,105.01587677001953,112.8499984741211,113.06999969482422,112.2699966430664,112.69999694824219,25918000
